epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
45,9026.86,0.73855,0.54751,1.03629,0.81861,0.83006,0.85246,0.57748,1.10397,0.87965,1.33045,0.005644,0.005644,0.005644
46,9227.07,0.72668,0.54695,1.03071,0.8193,0.80722,0.84792,0.58555,1.09606,0.85407,1.31325,0.005545,0.005545,0.005545
47,9427.73,0.72111,0.54348,1.02915,0.83541,0.8177,0.85535,0.59163,1.08958,0.84775,1.32867,0.005446,0.005446,0.005446
48,9628,0.71952,0.53665,1.03013,0.82531,0.81081,0.85594,0.58874,1.09677,0.85993,1.33663,0.005347,0.005347,0.005347
49,9828.57,0.71779,0.53405,1.0257,0.82153,0.80757,0.85379,0.58777,1.11668,0.84011,1.33679,0.005248,0.005248,0.005248
50,10028.5,0.715,0.52639,1.02747,0.81993,0.80431,0.84486,0.58194,1.11203,0.89002,1.34355,0.005149,0.005149,0.005149
51,10229,0.70586,0.52303,1.02002,0.82191,0.81224,0.86067,0.58836,1.12059,0.8716,1.34632,0.00505,0.00505,0.00505
52,10428.7,0.70356,0.51696,1.01789,0.82443,0.81907,0.85652,0.59035,1.09326,0.86179,1.31673,0.004951,0.004951,0.004951
53,10629,0.69858,0.51772,1.01532,0.8103,0.82701,0.84552,0.5844,1.09801,0.87493,1.32701,0.004852,0.004852,0.004852
54,10829.1,0.69546,0.5111,1.01058,0.81563,0.82057,0.85126,0.59576,1.09208,0.85772,1.2931,0.004753,0.004753,0.004753
55,11028.8,0.69842,0.51776,1.01136,0.79919,0.8357,0.84667,0.58731,1.10698,0.86079,1.29429,0.004654,0.004654,0.004654
56,11228.3,0.69058,0.50875,1.01064,0.81368,0.84203,0.8448,0.58396,1.09836,0.85302,1.30548,0.004555,0.004555,0.004555
57,11428.5,0.6917,0.50974,1.00869,0.82484,0.82677,0.84411,0.58213,1.1151,0.86102,1.32913,0.004456,0.004456,0.004456
58,11629.7,0.68638,0.50443,1.00821,0.83223,0.82769,0.8604,0.5928,1.10698,0.85001,1.31845,0.004357,0.004357,0.004357
59,11829.7,0.68294,0.49728,1.00745,0.8288,0.83684,0.85946,0.58925,1.11565,0.8579,1.3333,0.004258,0.004258,0.004258
60,12029.5,0.67734,0.49318,1.0043,0.84807,0.8174,0.85578,0.585,1.11864,0.8619,1.33151,0.004159,0.004159,0.004159
61,12229,0.67749,0.49406,1.00036,0.84436,0.80941,0.85572,0.58771,1.11625,0.86444,1.32964,0.00406,0.00406,0.00406
62,12429.1,0.67015,0.48876,1.00211,0.82179,0.82283,0.85695,0.5895,1.0974,0.87936,1.30524,0.003961,0.003961,0.003961
63,12628.4,0.673,0.4839,1.00518,0.82799,0.83024,0.86111,0.59197,1.11345,0.87907,1.32779,0.003862,0.003862,0.003862
64,12828.3,0.66465,0.47503,0.99587,0.82654,0.82226,0.85812,0.59006,1.11617,0.87533,1.34098,0.003763,0.003763,0.003763
65,13028.4,0.65978,0.47784,0.99614,0.80934,0.84299,0.85507,0.58706,1.12234,0.88238,1.34763,0.003664,0.003664,0.003664
66,13228.2,0.65569,0.47747,0.99814,0.80716,0.84438,0.85299,0.58617,1.1187,0.88607,1.35508,0.003565,0.003565,0.003565
67,13429,0.64585,0.46529,0.98967,0.80904,0.84331,0.85121,0.58451,1.11706,0.88539,1.35378,0.003466,0.003466,0.003466
68,13629.8,0.6454,0.46322,0.98945,0.81082,0.83876,0.84847,0.58129,1.11315,0.90494,1.34853,0.003367,0.003367,0.003367
69,13830.8,0.63989,0.45818,0.98514,0.82342,0.82494,0.84654,0.58117,1.12069,0.91512,1.351,0.003268,0.003268,0.003268
70,14031.6,0.63626,0.4497,0.98552,0.83258,0.81902,0.84672,0.58347,1.1171,0.90403,1.34827,0.003169,0.003169,0.003169
71,14232.5,0.63272,0.45496,0.98555,0.82523,0.82364,0.84484,0.57952,1.12466,0.90246,1.35879,0.00307,0.00307,0.00307
72,14432.8,0.62976,0.45169,0.98428,0.8286,0.82285,0.84581,0.57558,1.12669,0.9024,1.36512,0.002971,0.002971,0.002971
73,14633.5,0.62307,0.44171,0.97597,0.82958,0.82725,0.84393,0.57707,1.1223,0.90744,1.36202,0.002872,0.002872,0.002872
74,14834.7,0.6201,0.44667,0.97751,0.82695,0.83061,0.84483,0.57651,1.12987,0.89889,1.36955,0.002773,0.002773,0.002773
75,15034.7,0.61636,0.4353,0.97579,0.82342,0.83353,0.84406,0.57748,1.13618,0.89871,1.38299,0.002674,0.002674,0.002674
76,15235.8,0.61484,0.43318,0.97531,0.82283,0.8265,0.84708,0.57659,1.14339,0.89157,1.39385,0.002575,0.002575,0.002575
77,15435.4,0.60995,0.42432,0.97203,0.80761,0.83911,0.84618,0.57641,1.14432,0.88785,1.39777,0.002476,0.002476,0.002476
78,15636.9,0.60487,0.42431,0.96982,0.8064,0.83399,0.84265,0.57503,1.14514,0.89829,1.3995,0.002377,0.002377,0.002377
79,15837.7,0.59962,0.41823,0.96752,0.80285,0.8374,0.84455,0.57726,1.14605,0.90733,1.39988,0.002278,0.002278,0.002278
80,16038.5,0.59752,0.41402,0.9663,0.80534,0.84261,0.84479,0.57573,1.15242,0.90977,1.40399,0.002179,0.002179,0.002179
81,16238.4,0.59283,0.41946,0.96771,0.80436,0.84419,0.84458,0.57666,1.15357,0.91482,1.40593,0.00208,0.00208,0.00208
